"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Guinea","GIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.648857268302","108.066836957516","109.026628910023","119.431457212669","123.59901850954","125.626342967539","120.654082912417","126.659657912097","127.548028051391","126.573058539632","123.820896001653","127.158326411226","143.980453070036","136.602224223793","116.211593571687","168.027201054784","185.743826117643","189.294440988662","189.158853963922","194.620197524529","198.965311960791","208.838440301488","212.492479075121","252.407456915524","",
"Grenada","GRD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4806851423724","17.7517913078306","15.8312193134152","13.6225081203374","13.1619490409219","11.404999017517","11.2418328744629","11.3452176738095","11.2801678443371","13.4701885924417","16.9838230125753","20.2690233179284","18.692477319178","21.0384409661569","22.1444573926966","21.6021201382389","22.2347729614565","21.986997531652","20.383408037295","23.3939731993278","24.8169594138567","24.5639597782709","24.7007424112068","25.2099495623048","24.7926856314898","24.9201770937784","25.0349906680098","21.0641307322597","26.5265326919742","26.5394505742798","31.5714692575284","",
"Guam","GUM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4858067630033","40.0817383417558","42.1659670675745","42.9375869480197","45.0841422442351","52.9660461962712","54.0530925244102","53.9816700593062","55.7560455478491","54.7430843511523","52.595507572557","62.2257910164184","64.3212739018215","66.6112875911851","67.4160204358329","67.5146465752326","65.8368279286005","65.6729588044794","72.6845224509748","85.034118441268","91.0464736608682","97.0788815872585","100.08231845887","100.307890388077","104.176165606554","104.759709406466","106.823242113634","106.48465309395","107.209171123468","109.017489170042","147.874373862994","",
"Hong Kong SAR, China","HKG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4796369175254","34.2002289214565","57.5376515399486","54.8711181561117","54.4598242549133","54.2903709007718","54.0101157954423","50.9827661516037","50.5167119605892","52.2367220439094","63.459424031954","72.4095699878699","78.8462262771582","83.4505058846426","94.2408451573372","100.370450265081","102.5493139012","99.9807747828424","92.8089998454929","89.5507522456975","87.195295109942","105.382820161092","",
"Haiti","HTI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2275932588452","75.4756911822891","86.1135084926753","83.3187399925561","86.1138634345375","75.0099862333893","67.3168782599247","64.1630927590618","66.7855663040988","61.211424272436","59.3656932078682","59.014673687564","59.7514525464896","62.995717707724","65.2124069018206","68.3639272827735","69.1203538039996","72.6294634773117","81.0813476851531","81.2474249176074","90.5257486549294","94.1160293592457","94.6994936518004","98.6397586948027","96.369516407187","96.7578481797653","91.9717692033908","86.5387207116005","83.5247664610237","96.378020440355","",
"IBRD only","IBD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7414523316285","40.2756295663842","42.7093574260874","37.4975968521644","36.5705901605804","30.8043248823304","23.92314220907","72.4853185253111","55.2040876648634","45.2079671076106","","","32.2241265309989","29.7173962466428","","","","","34.2250282105616","29.997306381567","26.1661592780012","24.8651446692594","25.0344008432508","27.7819272178664","27.4216121994064","30.309126137804","31.366190714778","32.4290671189749","33.1394192425283","33.7291556226381","42.9166244020063","",
"IDA only","IDX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7832537948314","50.0100803583574","49.6809013594637","51.7598082886747","49.5942827032795","47.4916413020425","45.7233077028079","50.3654361263116","50.3192181732305","51.3529514384148","55.0042464956842","59.0179097968845","62.5527712950592","62.1900538962691","62.5929767433885","62.2265261005164","59.6667302759413","57.4975363893642","57.2922142809949","55.2564461120573","51.5919103004572","51.5565536600977","50.6780305618952","50.3118273627008","49.9009248748319","49.9647183856551","47.6337555915272","47.5836093800197","46.5224986659322","","","",
"Not classified","INX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0093392067374","49.1418698376398","38.1417482560003","35.0071989183906","33.679933308379","32.3670959395784","30.8210771165543","30.7738802977087","27.0392688001995","26.9930293996537","46.6251650850734","66.62175035655","82.5056567138736","111.661955270529","129.798537045431","131.816175102633","121.30223294265","88.6171842169966","85.3797753691529","76.9234090450344","75.3207867984276","69.7309078742398","71.5750993404508","",
"Iran, Islamic Rep.","IRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3918908850844","29.4760678291372","35.8630061595051","27.438248367378","","","",
"Iceland","ISL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9143656494847","31.315163289897","37.6488779059","43.0617549318278","44.1045034495658","46.3446576667931","45.6988349847291","68.4657713767608","63.1767029797765","59.1576793508091","58.2580205912156","60.284380518109","56.2994062359328","54.4446338318885","48.2797242905858","84.7176591672143","86.9818396994222","84.2624186949972","129.738432199614","145.745980756566","150.633812484101","156.915918249342","152.739624546059","140.954580207259","135.796521914069","117.370839587281","103.362423152956","90.4444869015692","81.9428095154203","89.4747164495953","99.9092222159848","",
"Israel","ISR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.113512273971","102.571595738477","97.2446058099547","98.1513239567999","91.4440105771931","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4230881304663","77.4636590311685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.741327638319","232.832210578933","123.606951339215","112.197175107941","94.6607428923022","83.8611841763719","72.2521952357009","73.7000090787124","81.6705597000984","88.9636436472209","98.3341557109605","117.535033564029","127.777467033609","127.433255587593","122.008068595913","121.00247616654","117.698811478754","112.989990199089","120.339824591656","134.678769793404","136.224334891016","133.978459775192","137.934669887058","135.885094993632","132.413804620781","124.64830084408","122.655678149439","102.463603382541","","92.2464484531468","106.282373001667","",
"Jordan","JOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.799599970243","129.999661933739","152.590890012204","125.613252736486","116.419016312888","105.065237210427","106.221100182938","100.380576515134","101.17186762596","99.9159494888309","93.7150185142276","90.8256482983082","85.0745468121151","88.9180503307396","89.0247017437035","79.9519239759384","72.6251637040321","69.9589120189815","55.0660525842339","59.2214668762727","59.7710843617397","60.4217719904335","65.3506139398579","73.723812248079","77.7139917549107","78.8614496694168","74.071860773415","75.7436246822837","","79.345050123198","75.9708078733234","",
"Japan","JPN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8940705476198","38.8540514210138","39.6306840562215","42.8988210970924","55.1119058491208","60.7712223705867","65.410061690325","72.8600591597316","80.4782837717387","90.5297764557306","98.9338230693531","102.846758013061","111.876249693267","121.915320879915","127.547497558089","128.210797955966","128.602993963416","132.22571802455","138.578631732787","156.988384817181","160.501461236966","175.570817424664","183.708906763918","186.564297348971","192.113216566341","194.585436599252","193.23712453014","193.493969150546","197.446313440847","197.801899116763","216.278885243928","",
"Kazakhstan","KAZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.52296325134078","8.80131007226425","10.4981138465889","10.8406391538642","12.6469696266918","19.307916061599","16.7694252748762","16.9303582595661","21.9922369362835","18.4830469477519","26.6339669103922","",
"Kenya","KEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8893270176244","72.4565575830671","60.4735108680683","60.9182286766387","51.6567858407378","54.2272873305188","","",
"Cambodia","KHM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2688095806907","92.3085420315927","90.828054331704","92.3212291448103","84.6590647845878","97.046322814295","92.4817072526061","100.754475858695","104.877964445747","103.009613282601","96.7623911759298","67.0653297377302","57.5484476965889","","","","","","","",
"Korea, Rep.","KOR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44280156883706","10.242860165184","9.99384594985674","9.20041893348368","8.1789368617001","7.21688976925724","6.86298018400292","8.6798604727881","","","","","","","","","","","","","","","32.4090205799357","34.9298593014974","36.5002640215506","37.4929571097141","38.0655141568922","37.3486351375477","37.5556431793942","39.969480137044","46.6135086460939","",
"Kuwait","KWT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9088659793814","106.957053807029","128.641269114899","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7306088407006","20.3179952529254","","","","","","","","","",
"Libya","LBY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8776806989674","40.0705394190871","50.0329218106996","48.5183795948987","49.5833333333333","52.0352250489237","47.1957374440562","45.2980532065982","41.6345301264286","43.3977023635892","45.7221525523083","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5806255127663","98.4833957754233","95.3619119503954","96.7978140982655","94.8553232346257","94.6498205974494","92.343984335944","86.105931670321","89.1958239111343","95.1081546127673","96.9040326453759","103.219274149885","105.524990754701","102.270712023476","102.328536698869","90.6049131149854","88.6994841221229","84.9944169483341","","86.063491912486","71.585318439823","71.1081093769161","68.710394650639","70.8211060610562","71.332798378903","77.6503941209344","","","","","","",
"Lower middle income","LMC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.693187135495","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6162474571877","31.0785660449799","32.6930235463493","31.7342072174014","30.522482331338","27.264414958418","26.1317974547178","23.9357313179843","20.8232378679491","17.6895186651757","14.7688796841721","30.7436903314364","41.2261177413734","41.0538558275767","47.1986083994861","44.8359155161308","48.3320102989201","49.6456914528683","47.7416942235485","44.9775698188514","39.0039917342936","42.7044320830162","53.5668300360939","",
"Luxembourg","LUX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52016078819326","1.95657501786965","2.62215760430915","2.90134514586522","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1967599759139","62.0674162757784","70.9378689831812","74.12313156115","69.8259155220588","68.3949152787535","","64.4624151446094","61.1859346067606","61.6171338240012","","","54.0303385454133","","","59.2699927731566","54.80562992585","50.9355551094158","45.4427659043265","47.5036306769826","50.9624992353025","55.6277203238232","","","","","","","","","","",
"Monaco","MCO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6286611371025","40.1231820920436","48.0869353115827","82.8327822731422","77.8984533931353","73.0188685605433","60.7746432557048","59.5592506390136","52.5337629892465","51.9542957042957","32.4251035801551","29.1792912365375","23.239565787011","18.4425161310829","27.6322264363496","21.9325612554393","19.7666739336335","20.3471393512104","19.9179521555554","20.8265355308678","23.4713859831631","31.8856693366882","29.1909086643187","27.0183320112171","24.9523644838614","33.013660377142","",
"Madagascar","MDG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7823377634974","35.5734695506425","41.6154638148062","45.5515611288816","44.2117002448663","47.3520580907562","43.0352763629504","39.670387725631","40.9867359654762","40.126298421858","40.8644099852265","31.2308703408131","33.5908378331301","30.3523770936084","27.2730426643921","33.9271150397616","29.5408843071306","29.1842777540108","30.3431523048305","46.1935516743923","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6268573934833","38.2182364854974","28.1470540238128","20.3751277473288","28.1564317988895","32.4583813750253","25.166017817526","20.6491358972825","22.2436286767288","20.485055142091","19.0694868180981","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.04559085023","72.5986034549067","69.1776130857051","56.1227311928497","52.5027508322882","53.1892832952104","50.4475137090239","47.4561054281413","48.3898732028888","47.8390274858692","43.6853885731641","40.4247401051189","","",
"Middle income","MIC","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.911699356094","52.9265857269406","56.8779064413714","66.640517062744","69.8052683972446","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.621673383358","41.4415301033198","51.434529837839","37.0712826765271","49.4796320305737","54.6275786922475","71.5753340452053","83.9144976966664","78.41832770873","69.0997980938579","","","","","","","","","","","","","","","","","65.9653147364895","60.8440397176229","73.9367835160754","",
"Northern Mariana Islands","MNP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2629179302679","78.7751849418814","82.2960592850775","79.5073574616916","102.884165174665","",
"Mauritania","MRT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.650354969574","39.9249411464254","31.9560090496516","30.2257647898028","31.1625445386685","32.8686059430308","35.7506763503128","35.8235591774207","33.5950566069207","31.4104722423048","32.1174433121121","30.1952878006227","39.8174938166736","44.7373479847505","39.0633699371909","41.6926948302421","38.0288957688338","34.6934497337497","33.6988749498688","36.5564718463374","36.7873761596586","35.5204190571818","36.5088808021811","","","","","58.081019070387","57.5442176305334","59.5732899284301","","",
"Malawi","MWI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2734146419207","28.0301095494911","27.4257346508333","41.4204771686525","36.2569334751656","40.6328150545127","39.5422371324465","55.1578705122511","34.2946225694095","41.6950114158995","44.8932535547687","","",
"Malaysia","MYS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5366179323318","73.3193215120926","64.3772978856134","55.6918359524722","47.6197297670635","41.0697028403447","","","","","","","43.047339208221","45.0766412986635","45.6966383151073","42.0675597614326","40.5883961366256","40.0881257702829","39.7997028374607","50.8357455983458","49.5598230655171","50.0286816425423","51.6464316160996","52.9992519246741","52.6758487332831","53.5744697326154","51.8905275342534","50.0496777374929","51.1859148831795","52.4068120583446","62.0892782356005","",
